Category,City,Customer ID,Customer Name,Discount,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Ship Date,Ship Mode,State,Sub-Category,Sales,Year,Month,Time Delivery,Price per unit
Office Supplies,Newark,JG-15310,Jason Gross,0.7,2017-07-21,CA-2017-141957,43055.0,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",-8.1312,7,2017-07-21,Same Day,Ohio,Binders,11.08,2017,7,0,5.28
Office Supplies,Philadelphia,BP-11185,Ben Peterman,0.7,2017-01-04,CA-2017-158211,19143.0,OFF-BI-10002026,Avery Arch Ring Binders,-80.178,6,2017-01-08,Standard Class,Pennsylvania,Binders,104.58,2017,1,4,58.1
Office Supplies,Lancaster,JS-15940,Joni Sundaresam,0.7,2017-09-23,CA-2017-124016,43130.0,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,-9.7608,7,2017-09-26,Second Class,Ohio,Binders,12.2,2017,9,3,5.81
Office Supplies,Philadelphia,HG-14845,Harry Greene,0.7,2016-09-13,US-2016-161347,19120.0,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",-2.01,1,2016-09-19,Standard Class,Pennsylvania,Binders,2.41,2016,9,6,8.03
Office Supplies,Philadelphia,CC-12370,Christopher Conant,0.7,2017-05-23,CA-2017-143714,19120.0,OFF-BI-10004308,Avery Legal 4-Ring Binder,-4.196,1,2017-05-27,Standard Class,Pennsylvania,Binders,6.29,2017,5,4,20.97
Office Supplies,Medina,LC-17050,Liz Carlisle,0.7,2015-11-02,CA-2015-129147,44256.0,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,-13.4694,3,2015-11-06,Standard Class,Ohio,Binders,19.24,2015,11,4,21.38
Office Supplies,Philadelphia,CC-12100,Chad Cunningham,0.7,2017-07-07,CA-2017-129308,19120.0,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",-4.7625,5,2017-07-13,Standard Class,Pennsylvania,Binders,5.71,2017,7,6,3.81
Office Supplies,Philadelphia,CC-12100,Chad Cunningham,0.7,2017-07-07,CA-2017-129308,19120.0,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,-7.85,5,2017-07-13,Standard Class,Pennsylvania,Binders,9.41,2017,7,6,6.27
Office Supplies,Cleveland,DP-13000,Darren Powers,0.7,2018-05-14,US-2018-154872,44105.0,OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",-46.536,5,2018-05-18,Standard Class,Ohio,Binders,58.17,2018,5,4,38.78
Office Supplies,Columbus,GG-14650,Greg Guthrie,0.7,2018-04-23,CA-2018-157112,43229.0,OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,-7.84,5,2018-04-26,First Class,Ohio,Binders,11.76,2018,4,3,7.84
Office Supplies,Philadelphia,PS-18760,Pamela Stobb,0.7,2018-09-14,CA-2018-156237,19140.0,OFF-BI-10000301,GBC Instant Report Kit,-2.588,2,2018-09-15,First Class,Pennsylvania,Binders,3.88,2018,9,1,6.47
Technology,Philadelphia,PS-18760,Pamela Stobb,0.7,2018-09-14,CA-2018-156237,19140.0,TEC-MA-10002930,Ricoh - Ink Collector Unit for GX3000 Series Printers,-18.0385,1,2018-09-15,First Class,Pennsylvania,Machines,12.58,2018,9,1,41.93
Office Supplies,Philadelphia,PS-18760,Pamela Stobb,0.7,2018-09-14,CA-2018-156237,19140.0,OFF-BI-10003707,Aluminum Screw Posts,-12.208,4,2018-09-15,First Class,Pennsylvania,Binders,18.31,2018,9,1,15.26
Technology,Philadelphia,PS-18760,Pamela Stobb,0.7,2018-09-14,CA-2018-156237,19140.0,TEC-MA-10001681,Lexmark MarkNet N8150 Wireless Print Server,-168.819,2,2018-09-15,First Class,Pennsylvania,Machines,241.16,2018,9,1,401.93
Office Supplies,Troy,MP-18175,Mike Pelletier,0.7,2016-12-06,CA-2016-166338,45373.0,OFF-BI-10002852,Ibico Standard Transparent Covers,-10.3824,3,2016-12-07,First Class,Ohio,Binders,14.83,2016,12,1,16.48
Office Supplies,Lakewood,CK-12205,Chloris Kastensmidt,0.7,2018-08-18,CA-2018-122028,44107.0,OFF-BI-10004817,GBC Personal VeloBind Strips,-7.9068,3,2018-08-25,Standard Class,Ohio,Binders,10.78,2018,8,7,11.98
Office Supplies,Columbus,LH-16900,Lena Hernandez,0.7,2015-09-13,CA-2015-126277,43229.0,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,-2.0016,3,2015-09-18,Second Class,Ohio,Binders,2.5,2015,9,5,2.78
Office Supplies,Philadelphia,HG-14965,Henry Goldwyn,0.7,2016-05-21,CA-2016-102806,19143.0,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",-18.0312,2,2016-05-28,Standard Class,Pennsylvania,Binders,24.58,2016,5,7,40.97
Office Supplies,Springfield,KN-16390,Katherine Nockton,0.7,2016-08-21,CA-2016-154823,45503.0,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,-8.9796,2,2016-08-25,Standard Class,Ohio,Binders,12.82,2016,8,4,21.37
Office Supplies,Chester,AH-10075,Adam Hart,0.7,2018-09-25,CA-2018-112004,19013.0,OFF-BI-10003476,Avery Metallic Poly Binders,-6.303,5,2018-09-28,First Class,Pennsylvania,Binders,8.59,2018,9,3,5.73
Office Supplies,Philadelphia,LH-16750,Larry Hughes,0.7,2015-09-21,CA-2015-117478,19140.0,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",-5.037,3,2015-09-24,First Class,Pennsylvania,Binders,6.57,2015,9,3,7.3
Office Supplies,Philadelphia,MH-17290,Marc Harrigan,0.7,2018-03-11,US-2018-141558,19140.0,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",-8.6058,1,2018-03-16,Standard Class,Pennsylvania,Binders,12.29,2018,3,5,40.97
Office Supplies,Philadelphia,MY-18295,Muhammed Yedwab,0.7,2018-05-04,CA-2018-133067,19140.0,OFF-BI-10002897,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",-1.5414,2,2018-05-10,Standard Class,Pennsylvania,Binders,2.2,2018,5,6,3.67
Office Supplies,Philadelphia,MY-18295,Muhammed Yedwab,0.7,2018-05-04,CA-2018-133067,19140.0,OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",-7.5168,3,2018-05-10,Standard Class,Pennsylvania,Binders,9.39,2018,5,6,10.43
Office Supplies,Philadelphia,BP-11290,Beth Paige,0.7,2018-01-09,CA-2018-154760,19140.0,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,-228.7425,3,2018-01-13,Standard Class,Pennsylvania,Binders,274.49,2018,1,4,304.99
Technology,Philadelphia,EA-14035,Erin Ashbrook,0.7,2017-07-10,CA-2017-164924,19143.0,TEC-MA-10000904,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",-319.1916,3,2017-07-10,Same Day,Pennsylvania,Machines,341.99,2017,7,0,379.99
Office Supplies,Lancaster,SC-20440,Shaun Chance,0.7,2018-10-26,CA-2018-115119,17602.0,OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",-65.1504,7,2018-10-30,Standard Class,Pennsylvania,Binders,81.43,2018,10,4,38.78
Office Supplies,Philadelphia,DS-13180,David Smith,0.7,2017-11-28,CA-2017-127243,19140.0,OFF-BI-10003166,GBC Plasticlear Binding Covers,-5.0512,2,2017-12-04,Standard Class,Pennsylvania,Binders,6.88,2017,11,6,11.47
Office Supplies,Philadelphia,SC-20770,Stewart Carmichael,0.7,2017-03-13,US-2017-114013,19134.0,OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,-41.5176,1,2017-03-15,Second Class,Pennsylvania,Binders,51.89,2017,3,2,172.97
Office Supplies,Philadelphia,SC-20770,Stewart Carmichael,0.7,2017-03-13,US-2017-114013,19134.0,OFF-BI-10002353,GBC VeloBind Cover Sets,-15.44,5,2017-03-15,Second Class,Pennsylvania,Binders,23.16,2017,3,2,15.44
Technology,Philadelphia,SC-20770,Stewart Carmichael,0.7,2017-03-13,US-2017-114013,19134.0,TEC-MA-10001148,Okidata MB491 Multifunction Printer,-643.71,3,2017-03-15,Second Class,Pennsylvania,Machines,449.1,2017,3,2,499.0
Office Supplies,Philadelphia,AC-10615,Ann Chong,0.7,2016-09-15,CA-2016-100734,19143.0,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,-2.8608,4,2016-09-20,Standard Class,Pennsylvania,Binders,3.57,2016,9,5,2.97
Office Supplies,Lancaster,MD-17350,Maribeth Dona,0.7,2017-09-05,CA-2017-162383,43130.0,OFF-BI-10002824,Recycled Easel Ring Binders,-7.46,2,2017-09-11,Standard Class,Ohio,Binders,8.95,2017,9,6,14.92
Office Supplies,Lancaster,MD-17350,Maribeth Dona,0.7,2017-09-05,CA-2017-162383,43130.0,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,-6.4944,6,2017-09-11,Standard Class,Ohio,Binders,8.85,2017,9,6,4.92
Office Supplies,Lakewood,TC-21475,Tony Chapman,0.7,2018-07-30,CA-2018-155740,44107.0,OFF-BI-10001071,GBC ProClick Punch Binding System,-53.7432,4,2018-08-02,First Class,Ohio,Binders,76.77,2018,7,3,63.97
Office Supplies,Philadelphia,EH-14185,Evan Henry,0.7,2015-10-25,CA-2015-139542,19120.0,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",-9.5886,3,2015-10-29,Standard Class,Pennsylvania,Binders,13.69,2015,10,4,15.21
Office Supplies,Lancaster,CS-12505,Cindy Stewart,0.7,2017-11-25,CA-2017-108196,43130.0,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,-304.392,2,2017-12-02,Standard Class,Ohio,Binders,456.58,2017,11,7,760.97
Technology,Lancaster,CS-12505,Cindy Stewart,0.7,2017-11-25,CA-2017-108196,43130.0,TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,-6599.978,5,2017-12-02,Standard Class,Ohio,Machines,4499.98,2017,11,7,2999.99
Office Supplies,Philadelphia,FG-14260,Frank Gastineau,0.7,2018-09-19,CA-2018-160801,19120.0,OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",-3.3894,3,2018-09-19,Same Day,Pennsylvania,Binders,4.84,2018,9,0,5.38
Office Supplies,Cuyahoga Falls,JA-15970,Joseph Airdo,0.7,2018-03-02,CA-2018-152261,44221.0,OFF-BI-10002353,GBC VeloBind Cover Sets,-12.352,4,2018-03-06,Standard Class,Ohio,Binders,18.52,2018,3,4,15.43
Office Supplies,Philadelphia,SP-20860,Sung Pak,0.7,2016-08-16,US-2016-126753,19134.0,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",-1.9068,2,2016-08-20,Standard Class,Pennsylvania,Binders,2.72,2016,8,4,4.53
Office Supplies,Philadelphia,SP-20860,Sung Pak,0.7,2016-08-16,US-2016-126753,19134.0,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,-2.7588,3,2016-08-20,Standard Class,Pennsylvania,Binders,3.76,2016,8,4,4.18
Office Supplies,Cuyahoga Falls,SH-20395,Shahid Hopkins,0.7,2017-12-15,CA-2017-113600,44221.0,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",-1.476,3,2017-12-17,Second Class,Ohio,Binders,2.21,2017,12,2,2.46
Office Supplies,Philadelphia,CM-12715,Craig Molinari,0.7,2015-09-26,CA-2015-144974,19140.0,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",-4.577,5,2015-09-30,Standard Class,Pennsylvania,Binders,5.96,2015,9,4,3.97
Office Supplies,Philadelphia,SF-20965,Sylvia Foulston,0.7,2018-09-28,CA-2018-152205,19134.0,OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,-1.8585,1,2018-10-05,Standard Class,Pennsylvania,Binders,2.65,2018,9,7,8.83
Office Supplies,Troy,LC-16885,Lena Creighton,0.7,2016-12-11,CA-2016-106362,45373.0,OFF-BI-10003166,GBC Plasticlear Binding Covers,-7.5768,3,2016-12-15,Standard Class,Ohio,Binders,10.33,2016,12,4,11.48
Office Supplies,Philadelphia,BO-11350,Bill Overfelt,0.7,2018-05-03,CA-2018-132199,19134.0,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,-17.592,4,2018-05-08,Standard Class,Pennsylvania,Binders,26.38,2018,5,5,21.98
Office Supplies,Philadelphia,BO-11350,Bill Overfelt,0.7,2018-05-03,CA-2018-132199,19134.0,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",-44.94,5,2018-05-08,Standard Class,Pennsylvania,Binders,64.2,2018,5,5,42.8
Office Supplies,Cincinnati,EB-13750,Edward Becker,0.7,2017-08-28,CA-2017-137652,45231.0,OFF-BI-10004099,GBC VeloBinder Strips,-12.288,8,2017-08-30,First Class,Ohio,Binders,18.43,2017,8,2,7.68
Office Supplies,Philadelphia,JB-16045,Julia Barnett,0.7,2017-03-06,US-2017-155173,19120.0,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,-1.4982,1,2017-03-10,Standard Class,Pennsylvania,Binders,2.04,2017,3,4,6.8
Office Supplies,York,NC-18625,Noah Childs,0.7,2018-04-09,CA-2018-169404,17403.0,OFF-BI-10004492,Tuf-Vin Binders,-29.0536,4,2018-04-14,Standard Class,Pennsylvania,Binders,37.89,2018,4,5,31.57
Office Supplies,Columbus,SP-20920,Susan Pistek,0.7,2018-03-16,CA-2018-161172,43229.0,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,-3.462,3,2018-03-16,Same Day,Ohio,Binders,5.19,2018,3,0,5.77
Office Supplies,Philadelphia,HD-14785,Harold Dahlen,0.7,2016-06-07,CA-2016-157343,19143.0,OFF-BI-10003707,Aluminum Screw Posts,-12.208,4,2016-06-11,Standard Class,Pennsylvania,Binders,18.31,2016,6,4,15.26
Office Supplies,Philadelphia,RD-19720,Roger Demir,0.7,2018-12-09,US-2018-132927,19134.0,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",-8.1312,7,2018-12-15,Standard Class,Pennsylvania,Binders,11.08,2018,12,6,5.28
Office Supplies,Bethlehem,OT-18730,Olvera Toch,0.7,2017-07-28,CA-2017-107783,18018.0,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,-913.176,6,2017-07-29,First Class,Pennsylvania,Binders,1369.76,2017,7,1,760.98
Office Supplies,Elyria,BM-11650,Brian Moss,0.7,2018-11-16,CA-2018-121678,44035.0,OFF-BI-10002949,Prestige Round Ring Binders,-1.3984,1,2018-11-20,Second Class,Ohio,Binders,1.82,2018,11,4,6.07
Office Supplies,Toledo,JD-16015,Joy Daniels,0.7,2018-09-09,CA-2018-152198,43615.0,OFF-BI-10003669,3M Organizer Strips,-3.564,3,2018-09-10,First Class,Ohio,Binders,4.86,2018,9,1,5.4
Office Supplies,Toledo,JD-16015,Joy Daniels,0.7,2018-09-09,CA-2018-152198,43615.0,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",-5.215,2,2018-09-10,First Class,Ohio,Binders,6.25,2018,9,1,10.42
Office Supplies,Philadelphia,JF-15190,Jamie Frazer,0.7,2018-10-26,US-2018-110646,19134.0,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",-27.735,3,2018-10-31,Standard Class,Pennsylvania,Binders,33.28,2018,10,5,36.98
Office Supplies,Columbus,BP-11290,Beth Paige,0.7,2018-12-18,CA-2018-156664,43229.0,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",-6.03,3,2018-12-23,Standard Class,Ohio,Binders,7.23,2018,12,5,8.03
Technology,Columbus,RB-19435,Richard Bierner,0.7,2015-10-10,US-2015-105137,43229.0,TEC-MA-10002694,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,-71.3958,2,2015-10-10,Same Day,Ohio,Machines,101.99,2015,10,0,169.98
Office Supplies,Columbus,RB-19435,Richard Bierner,0.7,2015-10-10,US-2015-105137,43229.0,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",-13.3936,2,2015-10-10,Same Day,Ohio,Binders,18.26,2015,10,0,30.43
Office Supplies,Columbus,BS-11590,Brendan Sweed,0.7,2015-08-25,CA-2015-107398,43229.0,OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,-4.5696,4,2015-08-30,Standard Class,Ohio,Binders,6.52,2015,8,5,5.43
Office Supplies,Columbus,BS-11590,Brendan Sweed,0.7,2015-08-25,CA-2015-107398,43229.0,OFF-BI-10004141,Insertable Tab Indexes For Data Binders,-2.2896,3,2015-08-30,Standard Class,Ohio,Binders,2.86,2015,8,5,3.18
Office Supplies,Columbus,BS-11590,Brendan Sweed,0.7,2015-08-25,CA-2015-107398,43229.0,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",-16.6848,8,2015-08-30,Standard Class,Ohio,Binders,20.85,2015,8,5,8.69
Office Supplies,Toledo,VP-21760,Victoria Pisteka,0.7,2016-11-15,CA-2016-129525,43615.0,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",-116.844,13,2016-11-20,Standard Class,Ohio,Binders,166.91,2016,11,5,42.8
Office Supplies,Lakewood,CB-12415,Christy Brittain,0.7,2016-11-05,US-2016-136259,44107.0,OFF-BI-10000773,Insertable Tab Post Binder Dividers,-5.5338,3,2016-11-08,First Class,Ohio,Binders,7.21,2016,11,3,8.01
Office Supplies,Philadelphia,EH-13945,Eric Hoffmann,0.7,2017-11-26,US-2017-158288,19120.0,OFF-BI-10003364,Binding Machine Supplies,-57.7566,9,2017-11-28,Second Class,Pennsylvania,Binders,78.75,2017,11,2,29.17
Office Supplies,Allentown,SM-20320,Sean Miller,0.7,2016-08-21,US-2016-130512,18103.0,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,-82.99,2,2016-08-25,Standard Class,Pennsylvania,Binders,99.58,2016,8,4,165.97
Office Supplies,Philadelphia,SC-20305,Sean Christensen,0.7,2018-12-01,CA-2018-122539,19140.0,OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",-5.6007,7,2018-12-05,Standard Class,Pennsylvania,Binders,8.0,2018,12,4,3.81
Office Supplies,Troy,CK-12325,Christine Kargatis,0.7,2018-02-17,CA-2018-109085,45373.0,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",-4.7625,5,2018-02-20,First Class,Ohio,Binders,5.71,2018,2,3,3.81
Office Supplies,Philadelphia,WB-21850,William Brown,0.7,2018-12-10,US-2018-110149,19143.0,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,-2.5093,1,2018-12-13,First Class,Pennsylvania,Binders,3.27,2018,12,3,10.9
Office Supplies,Philadelphia,BM-11785,Bryan Mills,0.7,2016-09-25,CA-2016-160787,19143.0,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",-2.0622,2,2016-09-25,Same Day,Pennsylvania,Binders,2.94,2016,9,0,4.9
Office Supplies,Philadelphia,SC-20770,Stewart Carmichael,0.7,2017-06-18,CA-2017-131744,19134.0,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,-3.855,2,2017-06-20,Second Class,Pennsylvania,Binders,4.62,2017,6,2,7.7
Technology,Newark,SM-20905,Susan MacKendrick,0.7,2017-05-03,CA-2017-129280,43055.0,TEC-MA-10003589,Cisco 8961 IP Phone Charcoal,-164.9538,3,2017-05-05,First Class,Ohio,Machines,224.93,2017,5,2,249.92
Office Supplies,Columbus,MB-17305,Maria Bertelson,0.7,2016-09-24,CA-2016-113131,43229.0,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,-4.488,6,2016-09-24,Same Day,Ohio,Binders,6.73,2016,9,0,3.74
Office Supplies,Newark,MM-17920,Michael Moore,0.7,2015-01-13,CA-2015-118192,43055.0,OFF-BI-10003476,Avery Metallic Poly Binders,-2.5212,2,2015-01-18,Standard Class,Ohio,Binders,3.43,2015,1,5,5.72
Office Supplies,Philadelphia,MD-17350,Maribeth Dona,0.7,2015-11-05,CA-2015-114251,19143.0,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,-8.796,2,2015-11-10,Standard Class,Pennsylvania,Binders,13.19,2015,11,5,21.98
Office Supplies,Mason,EA-14035,Erin Ashbrook,0.7,2015-11-01,CA-2015-114195,45040.0,OFF-BI-10000494,Acco Economy Flexible Poly Round Ring Binder,-2.61,2,2015-11-03,First Class,Ohio,Binders,3.13,2015,11,2,5.22
Office Supplies,Mason,EA-14035,Erin Ashbrook,0.7,2015-11-01,CA-2015-114195,45040.0,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,-17.9424,3,2015-11-03,First Class,Ohio,Binders,22.42,2015,11,2,24.91
Office Supplies,Cleveland,BE-11455,Brad Eason,0.7,2018-04-20,US-2018-166324,44105.0,OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",-6.38,5,2018-04-21,First Class,Ohio,Binders,8.69,2018,4,1,5.79
Office Supplies,Akron,AT-10435,Alyssa Tate,0.7,2015-11-24,CA-2015-111360,44312.0,OFF-BI-10003350,Acco Expandable Hanging Binders,-4.5936,3,2015-11-30,Standard Class,Ohio,Binders,5.74,2015,11,6,6.38
Furniture,Philadelphia,TB-21520,Tracy Blumstein,0.5,2016-09-17,US-2016-150630,19140.0,FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",-1665.0522,7,2016-09-21,Standard Class,Pennsylvania,Bookcases,3083.42,2016,9,4,880.98
Furniture,Medina,VW-21775,Victoria Wilson,0.5,2016-01-02,CA-2016-146262,44256.0,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,-244.323,5,2016-01-09,Standard Class,Ohio,Bookcases,452.44,2016,1,7,180.98
Furniture,Columbus,NZ-18565,Nick Zandusky,0.5,2017-11-20,CA-2017-110772,43229.0,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",-48.7032,3,2017-11-24,Second Class,Ohio,Bookcases,86.96,2017,11,4,57.97
Furniture,Columbus,BM-11785,Bryan Mills,0.5,2016-10-03,US-2016-157014,43229.0,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",-15.6156,1,2016-10-06,Second Class,Ohio,Bookcases,35.49,2016,10,3,70.98
Furniture,Philadelphia,VT-21700,Valerie Takahito,0.5,2016-04-05,CA-2016-167010,19143.0,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",-211.47,5,2016-04-10,Standard Class,Pennsylvania,Bookcases,352.44,2016,4,5,140.98
Furniture,Philadelphia,GB-14530,George Bell,0.5,2017-08-29,CA-2017-159912,19120.0,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,-81.94,4,2017-09-03,Standard Class,Pennsylvania,Bookcases,163.88,2017,8,5,81.94
Furniture,Philadelphia,RL-19615,Rob Lucas,0.5,2018-07-07,US-2018-169551,19120.0,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,-45.3492,3,2018-07-09,First Class,Pennsylvania,Bookcases,87.2,2018,7,2,58.13
Furniture,Reading,TS-21430,Tom Stivers,0.5,2015-11-11,CA-2015-155796,19601.0,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",-250.5408,4,2015-11-15,Second Class,Pennsylvania,Bookcases,521.96,2015,11,4,260.98
Furniture,Springfield,TB-21595,Troy Blackwell,0.5,2017-03-29,CA-2017-127236,45503.0,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",-167.986,5,2017-04-02,Standard Class,Ohio,Bookcases,299.97,2017,3,4,119.99
Furniture,Philadelphia,BS-11590,Brendan Sweed,0.5,2015-01-14,CA-2015-149524,19140.0,FUR-BO-10003433,Sauder Cornerstone Collection Library,-53.2856,4,2015-01-15,First Class,Pennsylvania,Bookcases,61.96,2015,1,1,30.98
Furniture,Columbus,JS-15595,Jill Stevenson,0.5,2015-03-03,US-2015-127978,43229.0,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,-199.617,5,2015-03-08,Standard Class,Ohio,Bookcases,302.44,2015,3,5,120.98
Furniture,Philadelphia,AF-10885,Art Foster,0.5,2015-05-10,CA-2015-114181,19134.0,FUR-BO-10004467,Bestar Classic Bookcase,-216.9783,7,2015-05-14,Second Class,Pennsylvania,Bookcases,349.96,2015,5,4,99.99
Furniture,Bethlehem,OT-18730,Olvera Toch,0.5,2017-07-28,CA-2017-107783,18018.0,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",-78.078,5,2017-07-29,First Class,Pennsylvania,Bookcases,177.44,2017,7,1,70.98
Furniture,Philadelphia,SV-20365,Seth Vernon,0.5,2018-08-25,CA-2018-159793,19140.0,FUR-BO-10001798,Bush Somerset Collection Bookcase,-89.0664,2,2018-08-29,Standard Class,Pennsylvania,Bookcases,130.97,2018,8,4,130.97
Furniture,Troy,DW-13585,Dorothy Wardle,0.5,2016-06-28,CA-2016-162950,45373.0,FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",-376.6932,6,2016-07-03,Second Class,Ohio,Bookcases,482.94,2016,6,5,160.98
Furniture,Cleveland,DC-12850,Dan Campbell,0.5,2017-03-24,CA-2017-130911,44105.0,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,-241.176,3,2017-03-26,Second Class,Ohio,Bookcases,301.47,2017,3,2,200.98
Furniture,Philadelphia,JW-15955,Joni Wasserman,0.5,2016-08-16,US-2016-164238,19120.0,FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,-204.9996,3,2016-08-20,Standard Class,Pennsylvania,Bookcases,301.47,2016,8,4,200.98
